@relation ClassificationProblem

@attribute leda.features.LabelSimilarity_JaroWinkler numeric
@attribute leda.features.LabelSimilarity_Levenshtein numeric
@attribute leda.features.LabelSimilarity_QGrams numeric
@attribute leda.features.WordNet_Hyponymy numeric
@attribute leda.features.wordnet.WordNet_Similarity_PatwardhanPetersen_1 numeric
@attribute leda.features.wordnet.WordNet_Similarity_JiangConrath numeric
@attribute leda.features.wordnet.WordNet_Similarity_LeacockChodorow numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lesk numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lin numeric
@attribute leda.features.wordnet.WordNet_Similarity_Path numeric
@attribute leda.features.wordnet.WordNet_Similarity_Resnik numeric
@attribute leda.features.wordnet.WordNet_Similarity_WuPalmer numeric
@attribute leda.features.Ontology_Subsumption numeric
@attribute leda.features.Ontology_Similarity numeric
@attribute leda.features.Ontology_ObjectProperties numeric
@attribute leda.features.TaxonomicOverlap_Subclasses numeric
@attribute leda.features.TaxonomicOverlap_Instances numeric
@attribute leda.features.BTaxonomicOverlap_Subclasses numeric
@attribute leda.features.BTaxonomicOverlap_Instances numeric
@attribute leda.features.BOntology_Subsumption numeric
@attribute leda.features.BOntology_Similarity numeric
@attribute leda.features.Document_Similarity numeric
@attribute Name string
@attribute Class {+,-}

@data
0.410053,12,0,0,?,?,?,?,?,?,?,?,0,0.375,0.090909,0,?,0,?,0,0.3125,?,CountryCapital__WaterBank,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.1,0,?,0,?,0,?,?,CountryCapital__WeaponModelOrSystem,+
0.507937,7,0,1,0.211083,0.079758,1.386294,100,0.11044,0.1,0.778298,0.4,0,0.4375,0.111111,0,?,0,?,0,?,?,Country__Percent,+
0,7,0,1,0.619901,0.379094,2.590267,848,0.773312,0.333333,4.499335,0.888889,0,0.125,0.08,0,?,0.000831,?,1,0.125,?,Country__Province,-
0.40056,15,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.068966,0,?,0,?,0,?,?,Country__PublishedMaterial,+
0,7,0,1,0.355277,0.095159,1.203973,420,0.182091,0.083333,1.169783,0.421053,0,0.3125,0.095238,0,?,0.019103,?,1,0.25,?,Country__Ship,+
0.495238,10,0,0,?,?,?,?,?,?,?,?,0,0.25,0.083333,0,?,0,?,0,?,?,Country__Waterfalls,+
0.56746,11,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.117647,0,?,0,?,0,?,?,County__IndustrySector,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.111111,0,?,0,?,0,?,?,County__MediaBrand,+
0.577778,6,0,1,0.102368,0.053633,1.742969,26,0.108403,0.142857,1.370741,0.625,0,0.4375,0.142857,0,?,0,0,0,?,?,Crater__Sport,+
0.555556,5,0,1,0.255264,0.206473,2.590267,68,0.755274,0.333333,7.473606,0.857143,0,0.125,0.1,0,?,0,0,0,?,?,Crater__Valley,-
0,11,0,1,?,?,?,?,?,?,?,?,0,0.375,0.090909,0,?,0,?,0,?,?,Creek__LocalCapital,+
0.561905,6,0,1,0.233616,0.057824,1.386294,34,?,0.1,1.169783,0.470588,0,0.4375,0.125,0,?,0,?,0,?,?,Creek__Meeting,+
0.466667,4,0,1,0.086435,0.060865,1.203973,45,?,0.083333,?,0.266667,0,0.4375,0.142857,0,?,0,?,0,?,?,Creek__Money,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.1,0,?,0,?,0,?,?,Creek__MountainSummit,+
0.455556,6,0,1,0.070308,0.061646,1.290984,47,?,0.090909,?,0.285714,0,0.4375,0.142857,0,?,0,?,0,?,?,Creek__Season,+
0.425641,12,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,Creek__StockExchange,+
0.577778,4,0,1,0.443634,0.397188,2.995732,466,0.846531,0.5,6.943784,0.923077,0,0.125,0.1,0,?,0,?,0,?,?,Creek__Stream,-
0.527778,7,0,1,0.203352,0.057307,1.491655,127,0.081899,0.111111,0.778298,0.428571,0,0.3125,0.111111,0,?,0,?,0,?,?,Currency__Bridge,+
0.441667,7,0,1,0.231946,0.07369,1.386294,88,?,0.1,0.778298,0.4,0,0.25,0.083333,0,?,0,?,0,0.25,?,Currency__Woman,+
0,15,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.086957,0,?,0,?,0,?,?,DataSchema__ArtificialSatellite,+
0,6,0,0,?,?,?,?,?,?,?,?,0,0.3125,0.147059,0,?,0,?,0,?,?,Dataset__Person,+
0.447619,6,0,0,?,?,?,?,?,?,?,?,0,0.375,0.128205,0,?,0,?,0,?,?,Dataset__Woman,+
0.5,3,0,1,0.221894,0.092198,1.89712,77,0.501013,0.166667,5.445097,0.705882,0,0.4375,0.117647,0,?,0,0,0,?,?,Date__City,+
0.495238,8,0,1,?,?,?,?,?,?,?,?,0,0.5,0.133333,0,?,0,?,0,?,?,DayOfMonth__Airport,+
0.533333,9,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.034483,0,?,0,?,0,?,?,DayOfMonth__Government,+
0.502778,21,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.090909,0,?,0,?,0,?,?,DayOfMonth__OfficialPoliticalMeeting,+
0.474074,9,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.034483,0,?,0,?,0,?,?,DayOfWeek__Government,+
0,11,0,0,?,?,?,?,?,?,?,?,0,0.375,0.071429,0,?,0,?,0,?,?,DayOfWeek__JobPosition,+
0.448413,11,0,1,?,?,?,?,?,?,?,?,0,0.625,0.034483,0,?,0,?,0,?,?,DayTime__MediaCompany,+
0.464286,6,0,1,0.162291,0.069423,0.916291,87,?,0.0625,?,0.210526,0,0.375,0.083333,0,?,0,?,0,?,?,DayTime__Ship,+
0.401786,15,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.037037,0,?,0,?,0,?,?,DayTime__SportsFederation,+
0.4975,7,0.117647,1,0.094088,0.054915,1.491655,31,?,0.111111,0.778298,0.375,0,0.4375,0.133333,0,?,0,?,0,?,?,Delta__Division,+
0.55,6,0,1,0.129518,0.118736,2.302585,20,0.593039,0.25,6.136444,0.769231,0,0.125,0.1,0,?,0,?,0,?,?,Delta__Mountain,+
0.518519,8,0,1,0.25055,0.061094,1.609438,57,0.259233,0.125,2.869944,0.533333,0,0.625,0.105263,0,?,0,?,0,?,?,Desert__Executive,+
0.430556,7,0,1,0.166323,0.082685,2.079442,21,0.436141,0.2,4.677327,0.777778,0,0.3125,0.1,0,?,0,?,0,?,?,Desert__OilField,-
0.388889,4,0.125,1,0.043046,0.052699,1.386294,12,0.075812,0.1,0.778298,0.4,0,0.4375,0.086957,0,?,0.000818,?,0,?,?,Desert__Patent,+
0.642857,5,0,1,0.219002,0.081538,1.049822,254,?,0.071429,?,0.235294,0,0.4375,0.071429,0,?,0,?,0,?,?,Disease__Leader,+
0.588624,8,0,1,0.15275,0.062621,0.916291,219,0.083651,0.0625,0.778298,0.272727,0,0.5,0.071429,0,?,0,?,0,?,?,Disease__President,+
0.5,7,0,1,0.186783,0.085799,1.609438,36,0.252961,0.125,2.254436,0.588235,0,0.5,0.071429,0,?,0,?,0,?,?,Division__Accident,+
0.575,6,0.111111,1,0.159711,0.084551,1.89712,125,0.32674,0.166667,2.869944,0.615385,0,0.5,0.133333,0,?,0.982857,1,1,?,?,Division__Desert,+
0.501812,18,0.171429,1,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,Division__EducationalOrganization,-
0,8,0,1,0.138404,0.060048,1.491655,125,0.08548,0.111111,0.778298,0.4,0,0.4375,0.133333,0,?,0,?,0,?,?,Division__Gulf,+
0.520833,10,0.214286,1,?,?,?,?,?,?,?,?,0,0.5625,0.096774,0,?,0,?,0,?,?,Division__OfficialPosition,+
0.583333,6,0.1,1,0.353752,0.370749,2.302585,274,0.806828,0.25,5.632839,0.823529,1,0.1875,0.076923,0.083333,?,0,?,0,?,?,Document__Contract,-
0,8,0,1,0.141964,0.066019,1.89712,103,0.093188,0.166667,1.370741,0.545455,0,0.375,0.086957,0,?,0,?,0,?,?,Document__Galaxy,+
0.583333,6,0,1,0.236698,0.125178,1.742969,151,0.226523,0.142857,1.169783,0.571429,0,0.25,0.086957,0,?,0,?,0,?,?,Document__Location,+
0.301282,12,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.066667,0.083333,?,0,?,0,?,?,Document__MagazineIssue,-
0.422619,8,0,1,0.158115,0.069236,1.89712,54,0.149056,0.166667,1.370741,0.545455,0,0.375,0.086957,0,?,0,?,0,?,?,Document__Reserve,+
0,15,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.058824,0.25,?,0,?,0,?,?,Drug__ChemicalCompound,-
0,8,0,1,0.188781,0.110178,1.89712,183,0.292671,0.166667,1.877724,0.615385,0,0.5,0.055556,0,?,0,?,0,?,?,Drug__Employee,+
0.483333,4,0,1,0.061984,?,1.12393,30,?,0.076923,?,0.25,0,0.5,0.1875,0,?,0,?,0,?,?,EMail__Cape,+
0.561905,6,0,1,0.367828,?,1.386294,41,?,0.1,0.778298,0.4,0,0.5625,0.1,0,?,0,?,0,?,?,EMail__Message,-
0,5,0,1,0.08301,?,1.049822,44,?,0.071429,?,0.235294,0,0.5,0.1875,0,?,0,?,0,?,?,EMail__Planet,+
0.47343,20,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,EducationalOrganization__Crater,+
0.457649,20,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,EducationalOrganization__Peninsula,+
0.519669,19,0,1,?,?,?,?,?,?,?,?,0,0.5,0.071429,0,?,0,?,0,?,?,EducationalOrganization__Quarter,+
0.673352,9,0.5,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,EducationalOrganization__ReligiousOrganization,-
0.602899,10,0.510638,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0.2,?,0,?,0,?,?,EducationalOrganization__ResearchOrganization,-
0.543478,20,0.121212,1,?,?,?,?,?,?,?,?,0,0.5,0.037037,0,?,0,?,0,?,?,EducationalOrganization__Season,+
0.667885,10,0.545455,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,EducationalOrganization__SportOrganization,-
0.549242,9,0,1,?,?,?,?,?,?,?,?,0,0.125,0.052632,0,?,0,?,0,?,?,Employee__BoardMember,-
0,7,0.125,1,0.167501,0.069236,1.609438,97,0.139402,0.125,1.169783,0.533333,0,0.5,0.105263,0,?,0,?,0,?,?,Employee__Cave,+
0.933333,6,0.545455,1,?,?,?,?,?,?,?,?,0,?,0.2,0,?,1,1,1,?,?,EntitySource__Entity,-
0,17,0,1,?,?,?,?,?,?,?,?,1,?,0.037037,0.011494,?,0.000817,?,1,?,?,Entity__ResearchOrganization,-
0.540741,7,0,1,0.448314,0.548406,2.995732,233,0.712039,0.5,2.254436,0.909091,1,0.1875,0.076923,0.405405,?,0,?,0,?,?,Event__Happening,-
0.422222,14,0,1,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,0,?,?,Event__LexicalResource,+
0,12,0,0,?,?,?,?,?,?,?,?,1,0.25,0.076923,0.066667,?,0,?,0,?,?,Event__OlympicGames,-
0.561905,5,0.125,1,0.320631,0.225188,2.079442,83,0.503807,0.2,2.254436,0.714286,1,0.1875,0.076923,0.066667,?,0,?,0,?,?,Event__Project,-
0.588624,7,0.1,1,0.221563,0.073943,1.491655,63,0.168546,0.111111,1.370741,0.555556,0,0.6875,0.038462,0,?,0,?,0,?,?,Executive__Article,+
0.502645,8,0.1,1,0.1371,0.065901,1.049822,84,0.083651,0.071429,0.778298,0.315789,0,0.5,0.071429,0,?,0,?,0,?,?,Executive__Disease,+
0.546296,8,0,1,0.530365,1.257973,2.590267,134,0.954459,0.333333,8.330078,0.923077,0,0.125,0.052632,0,?,0,?,0,?,?,Executive__President,-
0.430556,10,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Facility__GlobalRegion,+
0.416667,7,0,1,0.305758,0.077991,1.742969,112,0.090131,0.142857,1.779597,0.5,0,0.3125,0.133333,0,?,0,?,0,?,?,Facility__Language,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,Festival__LandRegion,+
0.65404,8,0,1,0.069521,0.065477,1.491655,28,0.254403,0.111111,2.605545,0.6,0,0.4375,0.055556,0,?,0,?,0,?,?,Festival__Legislation,+
0.472222,8,0,1,0.115766,0.080812,1.742969,24,0.322715,0.142857,2.948102,0.571429,0,0.4375,0.142857,0,?,0,?,0,?,?,Festival__Mountain,+
0.441667,7,0,1,0.076222,0.051179,1.386294,28,?,0.1,0.778298,0.4,0,0.5,0.142857,0,?,0,?,0,?,?,Festival__Ridge,+
0,8,0,1,0.328865,0.053499,1.290984,44,?,0.090909,?,0.285714,0,0.4375,0.142857,0,?,0,?,0,?,?,Festival__Valley,+
0.441667,8,0,1,0.101143,?,1.742969,30,?,0.142857,0.615314,0.5,1,0.3125,0.1,0.010101,?,0,?,0,?,?,Fjord__Location,-
0.590909,9,0,1,0.065911,0.164698,1.89712,58,0.633712,0.166667,5.25232,0.666667,0,0.4375,0.086957,0,?,0,?,0,?,?,Forest__Legislation,+
0,8,0,1,0.085438,0.075561,1.609438,86,0.302509,0.125,2.869944,0.533333,0,0.5,0.111111,0,?,0,?,0,?,?,Forest__Magazine,+
0.472222,5,0,1,0.121585,0.061218,1.609438,50,0.115844,0.125,1.169783,0.533333,0,0.3125,0.1,0,?,0,?,0,?,?,Forest__Park,-
0.430556,7,0,1,0.059314,0.061278,1.290984,32,0.109077,0.090909,1.169783,0.444444,0,0.375,0.1,0,?,0,?,0,?,?,Forest__Pipeline,+
0.436508,7,0,1,0.067419,?,1.12393,28,?,0.076923,0.778298,0.333333,0,0.5625,0.1875,0,?,0,?,0,?,?,Forest__WebPage,+
0.472222,5,0,1,0.138184,0.047113,1.491655,91,?,0.111111,1.169783,0.470588,0,0.25,0.1,0,?,0,?,0,?,?,Galaxy__Cave,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.5,0.105263,0,?,0,?,0,?,?,Galaxy__MemberOfParliament,+
0.436508,6,0,1,0.06037,?,1.203973,32,?,0.083333,0.778298,0.352941,0,0.5,0.1875,0,?,0,?,0,?,?,Galaxy__WebPage,+
0.430303,10,0,1,?,?,?,?,?,?,?,?,0,?,0.2,0,?,0,?,0,?,?,GeneralTerm__Alias,-
0,12,0.0625,0,?,?,?,?,?,?,?,?,0,0.125,0.111111,0,?,0,?,0,?,?,GeneralTerm__NaturalPhenomenon,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.125,0.090909,0,?,0,?,0,?,?,GeneralTerm__Topic,-
0.462963,11,0,0,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,GlobalRegion__DayOfWeek,+
0.761111,6,0.461538,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,GlobalRegion__LandRegion,-
0,11,0,1,?,?,?,?,?,?,?,?,0,0.25,0.111111,0,?,0,?,0,0.25,?,GlobalRegion__Order,+
0.446465,17,0,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,GovernmentOrganization__PoliticalEntity,-
0.655051,9,0.521739,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,GovernmentOrganization__ResearchOrganization,-
0.489899,18,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,GovernmentOrganization__WaterBank,+
0.561905,11,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.133333,0,?,0,?,0,?,?,Government__AudioRecording,+
0.466667,6,0.090909,1,0.097879,0.087722,1.203973,97,0.120143,0.083333,0.778298,0.352941,0,0.5,0.133333,0,?,0.009136,?,1,?,?,Government__Beverage,+
0,8,0,1,0.10321,0.063127,1.203973,67,?,0.083333,?,0.266667,0,0.5,0.125,0,?,0,?,0,?,?,Government__Creek,+
0.433333,9,0,1,0.085997,0.06556,1.290984,76,?,0.090909,0.778298,0.375,0,0.5625,0.125,0,?,0,?,0,?,?,Government__Ridge,+
0.533333,8,0.105263,1,0.146249,0.092634,1.742969,111,0.325565,0.142857,2.605545,0.666667,0,0.5625,0.034483,0,?,0,0,0,?,?,Government__Sport,+
0.485897,11,0,1,?,?,?,?,?,?,?,?,0,?,0.125,0,?,0,0,0,?,?,Government__SportBuilding,+
0.434211,18,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.086957,0,?,0,?,0,?,?,Gulf__InformationResource,+
0,7,0,1,0.082807,0.054391,1.491655,46,0.062736,0.111111,1.169783,0.428571,0,0.5625,0.105263,0,?,0,?,0,?,?,Gulf__Manager,+
0.4375,15,0,1,?,?,?,?,?,?,?,?,0,0.5,0.157895,0,?,0,?,0,?,?,Gulf__OfficialPosition,+
0,4,0,1,0.086215,0.056644,1.386294,130,0.081028,0.1,0.778298,0.375,0,0.4375,0.133333,0,?,0,?,0,?,?,Gulf__Team,+
0,8,0,1,0.103385,0.075741,1.491655,42,?,0.111111,?,0.333333,0,0.3125,0.125,0,?,0,?,0,?,?,Happening__Beach,+
0,7,0,1,0.068413,?,0.855666,18,?,0.058824,?,0.2,0,0.5625,0.1875,0,?,0,?,0,?,?,HomePage__Plateau,+
0.430556,7,0,1,0.026515,?,0.916291,6,?,0.0625,?,0.210526,0,0.625,0.1875,0,?,0,?,0,?,?,HomePage__Tundra,+
0.55,6,0,1,0.168651,0.116244,1.742969,65,0.213812,0.142857,1.169783,0.571429,1,0.3125,0.1,0.010101,?,0,?,0,?,?,Hotel__Location,-
0,20,0,1,?,?,?,?,?,?,?,?,0,?,0.090909,0,?,0,?,0,?,?,HydrographicStructure__Alias,+
0,18,0,0,?,?,?,?,?,?,?,?,0,0.375,0.086957,0,?,0,?,0,?,?,HydrographicStructure__DataSchema,+
0.554762,17,0.05,0,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,0,?,?,HydrographicStructure__LexicalResource,+
0.460317,17,0,0,?,?,?,?,?,?,?,?,0,0.5,0.133333,0,?,0,?,0,?,?,HydrographicStructure__PoliticalParty,+
0.458333,8,0,1,?,?,?,?,?,?,?,?,0,0.625,0.0625,0,?,0,?,0,?,?,IPAddress__Minister,+
0.47619,7,0,1,?,?,?,?,?,?,?,?,0,0.625,0.0625,0,?,0,?,0,?,?,IPAddress__Premier,+
0.57037,8,0.090909,1,?,?,?,?,?,?,?,?,0,0.5625,0.0625,0,?,0,?,0,?,?,IPAddress__President,+
0.393651,13,0,0,?,?,?,?,?,?,?,?,0,0.25,0.090909,0,?,0,?,0,?,?,IndustrySector__DayOfMonth,+
0.412698,13,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,IndustrySector__Galaxy,+
0,12,0,1,?,?,?,?,?,?,?,?,0,0.5,0.125,0,?,0,?,0,?,?,IndustrySector__Jungle,+
0.47619,13,0,1,?,?,?,?,?,?,?,?,0,0.5,0.125,0,?,0,?,0,?,?,IndustrySector__Roadway,+
0,15,0.064516,1,?,?,?,?,?,?,?,?,0,0.5,0.1,0,?,0,?,0,?,?,InformationResource__HomePage,-
0.468324,16,0,1,?,?,?,?,?,?,?,?,1,0.1875,0.045455,0.857143,?,0,?,0,?,?,InformationResource__Statement,-
0.518519,7,0.105263,1,0.086145,0.046996,1.491655,27,0.068167,0.111111,0.778298,0.428571,0,0.5625,0.133333,0,?,0,?,0,?,?,Institute__Bridge,+
0,9,0,1,0.377552,0.088203,2.302585,40,0.407082,0.25,3.891991,0.8,0,0.25,0.142857,0,?,0,?,0,0.125,?,Institute__Company,-
0.409722,14,0.076923,1,?,?,?,?,?,?,?,?,1,?,0.034483,0.003831,?,0,?,0,?,?,InsuranceCompany__Entity,-
0.640491,7,0.424242,0,?,?,?,?,?,?,?,?,0,0.125,0.136364,0,?,0,?,0,?,?,InsuranceCompany__PublicCompany,-
0,21,0,1,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,InternationalOrganization__Charity,-
0.387222,20,0.162162,1,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,InternationalOrganization__Division,-
0.387222,21,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.035714,0,?,0,?,0,?,?,InternationalOrganization__Language,+
0.468889,19,0,0,?,?,?,?,?,?,?,?,0,0.5625,0.125,0,?,0,?,0,?,?,InternationalOrganization__LocalCapital,+
0.561795,20,0,0,?,?,?,?,?,?,?,?,0,0.5,0.133333,0,?,0,?,0,?,?,InternationalOrganization__MountainRange,+
0.65,11,0.489796,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,InternationalOrganization__ResearchOrganization,-
0.524444,19,0.263158,1,?,?,?,?,?,?,?,?,0,0.4375,0.071429,0,?,0,?,0,?,?,InternationalOrganization__Situation,+
0.694118,11,0.521739,0,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,InternationalOrganization__SportOrganization,-
0.56746,11,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.2,0,?,0,?,0,?,?,InternetDomain__Desert,+
0.440476,14,0,0,?,?,?,?,?,?,?,?,0,0.5625,0.2,0,?,0,?,0,?,?,InternetDomain__LaunchFacility,+
0.412698,13,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.111111,0,?,0,?,0,?,?,Island__AudioRecording,+
0,5,0,1,0.203565,0.07585,1.89712,115,0.313246,0.166667,3.006754,0.625,0,0.125,0.1,0,?,0,?,0,?,?,Island__Gap,+
0.642857,4,0,1,0.583588,0.059448,1.742969,769,0.263346,0.142857,3.006754,0.571429,0,0.1875,0.1,0,?,0,0,0,?,?,Island__Volcano,-
0.422222,9,0,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Island__Waterfalls,+
0,16,0.176471,0,?,?,?,?,?,?,?,?,1,0.1875,0.060606,0.333333,?,0,?,0,?,?,IssueOfPeriodical__MagazineIssue,-
0.539869,14,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.045455,0,?,0,?,0,?,?,IssueOfPeriodical__Profession,+
0.417989,8,0,1,0.194115,?,2.302585,158,?,0.25,6.140048,0.769231,0,0.125,0.1,0,?,0,?,0,?,?,Isthmus__Continent,+
0.417989,8,0,1,0.079721,?,1.609438,43,?,0.125,1.169783,0.533333,0,0.4375,0.111111,0,?,0,?,0,?,?,Isthmus__Newspaper,+
0.465608,17,0,1,?,?,?,?,?,?,?,?,0,0.375,0.083333,0,?,0,?,0,?,?,Isthmus__ResourceCollection,+
0.537229,12,0,0,?,?,?,?,?,?,?,?,0,0.5,0.055556,0,?,0,?,0,?,?,JobPosition__AudioRecording,+
0.430303,10,0,1,?,?,?,?,?,?,?,?,0,0.5,0.105263,0,?,0,?,0,?,?,JobPosition__Tower,+
0.444444,6,0,1,0.436557,?,2.995732,160,?,0.5,7.210189,0.933333,0,0.125,0.1,0,?,0,?,0,?,?,Jungle__Forest,-
0.518519,8,0.105263,1,0.036098,?,1.742969,7,?,0.142857,3.525,0.625,0,0.5625,0.133333,0,?,0,?,0,?,?,Jungle__Institute,+
0.444444,6,0,1,0.109321,?,1.742969,25,?,0.142857,1.169783,0.571429,0,0.5625,0.105263,0,?,0,?,0,?,?,Jungle__Leader,+
0,4,0,1,0.633811,0.131293,2.590267,704,0.612941,0.333333,6.030724,0.833333,0,0.125,0.1,0,?,0,?,0,?,?,Lake__Gulf,+
0.45,8,0,1,0.094485,0.052674,1.203973,29,?,0.083333,0.778298,0.315789,0,0.5,0.133333,0,?,0,?,0,?,?,Lake__Parliament,+
0.434211,18,0,1,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,Lake__TemporalAbstraction,+
0.575,8,0,1,?,?,?,?,?,?,?,?,0,0.375,0.111111,0,?,0,?,0,?,?,LandRegion__Magazine,+
0.533333,8,0.105263,1,?,?,?,?,?,?,?,?,1,0.1875,0.1,0.032258,?,0,?,0,?,?,LandRegion__Plain,-
0.393651,13,0,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,LandRegion__PopulatedPlace,-
0,12,0.2,0,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,LandRegion__SportsFederation,+
0.490741,7,0,1,?,?,?,?,?,?,?,?,0,0.1875,0.1,0,?,0,?,0,?,?,Language__DayOfWeek,+
0.400641,12,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,Language__SportFacility,+
0.527778,7,0,1,0.229382,0.076689,1.609438,62,0.194804,0.125,1.779597,0.470588,0,0.4375,0.133333,0,?,0,?,0,?,?,Language__Spring,+
0.392544,17,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Language__TemporalAbstraction,+
0,7,0,1,?,?,?,?,?,?,?,?,0,0.375,0.133333,0,?,0,?,0,?,?,Language__WaterBank,+
0.39881,11,0.076923,1,?,?,?,?,?,?,?,?,0,0.5625,0.121212,0,?,0,?,0,?,?,LaunchFacility__Ministry,+
0.593434,7,0.190476,1,?,?,?,?,?,?,?,?,0,0.125,0.052632,0,?,0,?,0,?,?,Leader__BoardMember,-
0.444444,6,0,1,0.061355,0.075556,1.386294,25,0.150215,0.1,1.169783,0.470588,0,0.5625,0.105263,0,?,0,?,0,?,?,Leader__Canyon,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.125,0.05,0,?,0,?,0,?,?,Leader__OfficialPosition,-
0.388889,5,0,1,0.102651,0.064206,1.290984,18,?,0.090909,?,0.285714,0,0.5,0.043478,0,?,0,?,0,?,?,Leader__Patent,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.125,0.12,0,?,0,?,0,?,?,Legislation__DataSchema,+
0.47972,11,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.147059,0,?,0,?,0,?,?,Legislation__PublicCompany,+
0,14,0,1,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,0,?,?,LexicalResource__Gap,+
0.484127,10,0.086957,1,?,?,?,?,?,?,?,?,0,0.375,0.090909,0,?,0,?,0,?,?,LocalCapital__Channel,+
0,9,0,1,?,?,?,?,?,?,?,?,1,0.25,0.086957,0.25,?,0,?,0,?,?,LocalCapital__City,-
0.662698,6,0.466667,0,?,?,?,?,?,?,?,?,0,0.125,0.083333,0,?,0,?,0,?,?,LocalCapital__CountryCapital,-
0.416667,10,0,1,?,?,?,?,?,?,?,?,0,0.375,0.090909,0,?,0,?,0,?,?,LocalCapital__Crater,+
0.496032,15,0.054054,0,?,?,?,?,?,?,?,?,0,0.5,0.1,0,?,0,?,0,?,?,LocalCapital__PeriodicalPublication,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.090909,0,?,0,?,0,?,?,LocalCapital__Reservoir,+
0.444444,11,0,1,?,?,?,?,?,?,?,?,0,0.625,0.1,0,?,0,?,0,?,?,LocalCapital__Song,+
0.523809,7,0,1,0.257004,0.100497,1.89712,125,0.302099,0.166667,2.605545,0.705882,0,0.125,0.111111,0,?,0,?,0,?,?,Location__Account,+
0.441667,7,0,1,0.135944,0.102122,1.609438,118,0.192846,0.125,1.779597,0.5,0,0.125,0.117647,0,?,0,?,0,?,?,Location__Brand,+
0.625,6,0.125,1,0.282143,0.103199,1.89712,202,0.112688,0.166667,0.778298,0.545455,1,0.25,0.1,0.020202,?,0,?,0,?,?,Location__Lake,-
0,8,0,1,0.233155,0.10579,2.302585,127,0.360979,0.25,3.387054,0.823529,0,0.1875,0.111111,0,?,0,?,0,?,?,Location__Order,+
