@relation ClassificationProblem

@attribute leda.features.LabelSimilarity_JaroWinkler numeric
@attribute leda.features.LabelSimilarity_Levenshtein numeric
@attribute leda.features.LabelSimilarity_QGrams numeric
@attribute leda.features.WordNet_Hyponymy numeric
@attribute leda.features.wordnet.WordNet_Similarity_PatwardhanPetersen_1 numeric
@attribute leda.features.wordnet.WordNet_Similarity_JiangConrath numeric
@attribute leda.features.wordnet.WordNet_Similarity_LeacockChodorow numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lesk numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lin numeric
@attribute leda.features.wordnet.WordNet_Similarity_Path numeric
@attribute leda.features.wordnet.WordNet_Similarity_Resnik numeric
@attribute leda.features.wordnet.WordNet_Similarity_WuPalmer numeric
@attribute leda.features.Ontology_Subsumption numeric
@attribute leda.features.Ontology_Similarity numeric
@attribute leda.features.Ontology_ObjectProperties numeric
@attribute leda.features.TaxonomicOverlap_Subclasses numeric
@attribute leda.features.TaxonomicOverlap_Instances numeric
@attribute leda.features.BTaxonomicOverlap_Subclasses numeric
@attribute leda.features.BTaxonomicOverlap_Instances numeric
@attribute leda.features.BOntology_Subsumption numeric
@attribute leda.features.BOntology_Similarity numeric
@attribute leda.features.Document_Similarity numeric
@attribute Name string
@attribute Class {+,-}

@data
0.470238,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000555,Senator__AutomobileEngine,+
0,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0.016129,0,?,0,?,0,?,0.010709,SkiArea__Mountain,-
0.441667,7,0,1,0.132406,0.063853,1.386294,41,?,0.1,?,0.307692,0,0.2,0,0,?,0.002535,?,1,0.166667,0.002354,Mayor__Language,+
0,6,0,1,0.040348,0.050706,1.12393,14,?,0.076923,1.370741,0.454545,0,0.2,0,0,?,0,?,0,?,0.001417,Ginkgo__College,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.013699,0,?,0,?,0,?,?,Town__IceHockeyLeague,+
0.1,13,0.086957,1,?,?,?,?,?,?,?,?,0,0.2,0.039801,0,?,0,?,0,?,?,Film__FormulaOneRacer,+
0.557071,9,0,1,0.092922,?,1.386294,30,?,0.1,?,0.307692,1,0.2,0.052632,0.088235,?,0,?,0,?,?,Organisation__Broadcaster,-
0.435574,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0.036082,0,?,0,?,0,?,?,Musical__GaelicGamesPlayer,+
0.511765,13,0.076923,1,?,?,?,?,?,?,?,?,0,0.2,0.014493,0,?,0,?,0,?,?,Place__GaelicGamesPlayer,+
0.46645,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.028329,0,?,0,?,0,?,?,RugbyPlayer__BritishRoyalty,-
0.495726,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002199,Fungus__MountainRange,+
0.419192,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0.018868,0,?,0,?,0,?,0.003398,LunarCrater__Valley,+
0,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,0.277778,0.001912,MemberOfParliament__Ship,+
0.418651,12,0,1,0.147767,?,1.203973,88,?,0.083333,0.778298,0.352941,0,0.2,0.014286,0,?,0.136364,0.222222,0,0.111111,0.002056,Hospital__Infrastructure,+
0,20,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MixedMartialArtsEvent__Fungus,+
0.430556,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MilitaryUnit__Currency,+
0.506373,15,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Election__FieldHockeyLeague,+
0.436508,7,0,1,0.123512,0.058066,0.916291,59,?,0.0625,?,0.210526,0,0.2,0,0,?,0,?,0,?,0.002217,Disease__Tunnel,+
0.457407,14,0.0625,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,BiologicalDatabase__GolfLeague,+
0.539683,7,0,1,0.233121,0.080664,2.079442,80,0.377566,0.2,3.760034,0.75,0,0.2,0,0,?,0,?,0,?,0.002122,School__Holiday,+
0,6,0,1,0.482762,0.333979,2.590267,726,0.549465,0.333333,1.825838,0.875,0,0.2,0,0,?,1,1,1,0.111111,0.003441,Person__Animal,+
0.483333,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000949,MusicGenre__Criminal,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000867,PublicTransitSystem__Eukaryote,+
0.345238,6,0,1,0.083783,0.065939,1.386294,33,0.087427,0.1,0.778298,0.4,0,0.2,0,0,?,0,?,0,?,?,Station__Database,+
0,4,0,1,0.079277,0.06821,1.491655,41,0.149103,0.111111,1.370741,0.555556,0,0.2,0,0,?,0,?,0,?,0.001589,Planet__Tunnel,+
0,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002161,WrittenWork__Conifer,+
0,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,HistoricPlace__PersonFunction,+
0,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.007861,GreenAlga__Animal,+
0.60404,5,0.48,0,?,?,?,?,?,?,?,?,0,0.2,0.058824,0,?,0,?,0,0.111111,?,GolfLeague__RugbyLeague,+
0,8,0,1,0.151919,0.082758,1.89712,68,0.291984,0.166667,2.491596,0.705882,0,0.2,0.045455,0,?,0,?,0,?,?,Restaurant__Band,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001305,TelevisionShow__Drug,+
0.464286,6,0,1,0.162373,0.068451,1.203973,76,?,0.083333,0.778298,0.315789,0,0.2,0,0,?,0,?,0,?,0.004969,Project__Lake,+
0.478571,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001304,Automobile__FloweringPlant,+
0.458333,6,0.125,1,0.178502,0.064481,1.290984,94,0.308737,0.090909,3.525,0.5,0,0.2,0,0,?,0,?,0,?,0.008141,Name__Magazine,+
0,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MilitaryConflict__HandballLeague,+
0.425641,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Event__PrimeMinister,+
0,9,0,1,0.011496,?,0.693147,21,?,0.05,?,0.173913,0,0.2,0,0,?,0,?,0,?,0.002126,Moss__Embryology,+
0,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0.036458,0,?,0,?,0,?,?,ChristianBishop__Book,+
0.504762,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,PersonFunction__Locomotive,+
0.5,3,0,1,0.223065,0.065721,1.290984,460,0.074827,0.090909,1.370741,0.444444,0,0.2,0,0,?,0,?,0,?,0.002124,Vein__Ship,+
0.447802,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0.030435,0,?,0,?,0,?,0.001581,ComicsCreator__BasketballTeam,+
0.430303,10,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000967,Judge__Gnetophytes,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Broadcaster__EthnicGroup,+
0.488889,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.091703,0,?,0,?,0,?,?,School__FormulaOneRacer,+
0.576263,15,0.217391,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002326,PeriodicalLiterature__ArchitecturalStructure,+
0.435897,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0.023041,0,?,0,?,0,?,?,BasketballLeague__ComicsCreator,+
0.494152,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,RoadJunction__AnatomicalStructure,+
0.402597,19,0.041667,0,?,?,?,?,?,?,?,?,0,0.2,0.035714,0,?,0,?,0,?,0.001503,ArchitecturalStructure__CanadianFootballLeague,+
0.511111,9,0,1,0.222413,0.05465,1.386294,50,0.113363,0.1,1.169783,0.470588,0,0.2,0.012739,0,?,0,?,0,?,?,Museum__Settlement,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001063,Vein__RugbyLeague,+
0.455556,5,0,1,0.044495,0.058013,1.386294,12,0.174813,0.1,1.825838,0.608696,0,0.2,0,0,?,0,?,0,?,0.001049,Ginkgo__Judge,+
0.499038,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001436,ChemicalCompound__RailwayTunnel,+
0.303571,15,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,0.333333,0.000451,Monarch__ChemicalCompound,+
0,20,0,1,?,?,?,?,?,?,?,?,0,0.2,0.035714,0,?,0,?,0,?,?,MixedMartialArtsLeague__Park,+
0,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0.046512,0,?,0,?,0,?,0.001938,Chancellor__SoccerClub,+
0.363492,18,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MixedMartialArtsEvent__Chancellor,+
0.522176,10,0.363636,0,?,?,?,?,?,?,?,?,1,0.2,0.058824,0.033333,?,0,?,0,?,?,SportsLeague__FieldHockeyLeague,-
0.578431,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0.016393,0,?,0,?,0,0.222222,0.002465,WorldHeritageSite__Building,-
0.482143,20,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.00187,FilmFestival__AustralianFootballLeague,+
0,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000152,LegalCase__TelevisionStation,+
0,23,0.088889,1,?,?,?,?,?,?,?,?,0,0.2,0.028249,0,?,0,?,0,?,?,AustralianRulesFootballPlayer__OfficeHolder,-
0.57381,6,0.095238,1,0.126733,?,1.491655,47,?,0.111111,2.491596,0.6,0,0.2,0,0,?,0.004032,0.016393,1,?,0.001425,University__Website,+
0.388889,13,0.193548,1,?,?,?,?,?,?,?,?,0,0.2,0.025937,0,?,0,?,0,?,0.003853,MemberOfParliament__President,-
0,9,0,1,0.107232,0.050208,0.855666,76,?,0.058824,?,0.2,0,0.2,0,0,?,0,?,0,?,0.003719,Locomotive__Holiday,+
0.539683,6,0,1,0.228116,0.078988,0.980829,177,0.0889,0.066667,0.778298,0.3,0,0.2,0,0,?,0,?,0,?,0.001531,Disease__Weapon,+
0.444444,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014085,0,?,0,?,0,?,?,SnookerChamp__Park,+
0.479532,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,SnookerWorldRanking__Artery,+
0,6,0,1,0.158342,0.08197,1.290984,76,0.183487,0.090909,1.370741,0.5,0,0.2,0,0,?,0,?,0,?,0.001551,Judge__Weapon,+
0.391667,19,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Olympics__CanadianFootballTeam,+
0.366667,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.028329,0,?,0,?,0,?,?,NascarDriver__ChristianBishop,-
0.434211,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,0.166667,?,AnatomicalStructure__City,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.00083,ChemicalCompound__Hotel,+
0.495726,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.018182,0,?,0,?,0,?,0.007433,Stream__MountainRange,+
0.43729,27,0.072727,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,FictionalCharacter__WomensTennisAssociationTournament,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,NaturalPlace__Drug,+
0.457071,30,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Governor__SupremeCourtOfTheUnitedStatesCase,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,GolfLeague__Crustacean,+
0,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.016393,0,?,0,?,0,0.333333,0.00208,ShoppingMall__WorldHeritageSite,-
0.415278,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0.023148,0,?,0,?,0,?,?,BroadcastNetwork__IceHockeyPlayer,+
0.424145,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.025937,0,?,0,?,0,?,?,SoccerManager__Cardinal,-
0.492064,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0.038462,0,?,0,?,0,?,?,Valley__LacrosseLeague,+
0.621032,11,0.133333,1,?,?,?,?,?,?,?,?,0,0.2,0.024876,0,?,0,?,0,?,?,Organisation__MilitaryPerson,+
0.312865,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AnatomicalStructure__Rocket,+
0.606818,9,0.105263,1,?,?,?,?,?,?,?,?,0,0.2,0.014563,0,?,0,?,0,?,0.00552,PokerPlayer__Park,+
0.486111,13,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Planet__VolleyballLeague,+
0.468254,18,0,0,?,?,?,?,?,?,?,?,1,0.2,0.112676,0.1,?,0,?,0,?,?,WaterwayTunnel__RouteOfTransportation,-
0,8,0,1,0.131271,0.042502,0.855666,104,?,0.058824,?,0.2,0,0.2,0,0,?,0,?,0,?,0.001225,Software__Crustacean,+
0.472222,9,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001634,FigureSkater__SpaceStation,+
0.410256,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001015,Eukaryote__PrimeMinister,+
0.31746,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.031579,0,?,0,?,0,?,?,Library__NaturalPlace,+
0.440476,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.023256,0,?,0,?,0,0.166667,0.001262,Infrastructure__FloweringPlant,+
0.407828,25,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,WomensTennisAssociationTournament__ChemicalCompound,+
0.518519,8,0,1,0.183961,0.089022,1.386294,102,0.172372,0.1,1.169783,0.470588,0,0.2,0,0,?,0,?,0,?,0.002644,Weapon__Continent,+
0.7,6,0.636364,0,?,?,?,?,?,?,?,?,0,0.2,0.037037,0,?,0,?,0,?,?,CanadianFootballTeam__AmericanFootballTeam,+
0,7,0,1,0.085958,?,1.290984,45,?,0.090909,?,0.285714,0,0.2,0.025907,0,?,0,?,0,?,0.001816,Song__Astronaut,+
0.396104,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0.030303,0,?,0,?,0,?,?,Village__GridironFootballPlayer,+
0.434211,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,SnookerWorldRanking__Band,+
0.407088,22,0.266667,0,?,?,?,?,?,?,?,?,0,0.2,0.027701,0,?,0,?,0,?,?,SoccerPlayer__AustralianRulesFootballPlayer,-
0.425926,8,0,1,0.218451,0.067514,1.386294,117,0.136407,0.1,1.169783,0.470588,0,0.2,0.014851,0,?,0,?,0,?,0.004488,President__Valley,+
0.507937,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,SpeedwayTeam__MixedMartialArtsEvent,+
0.417989,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001719,Cyclist__GreenAlga,+
0.546296,8,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.000394,GreenAlga__LegalCase,+
0.425926,9,0,1,0.205191,0.058736,1.609438,134,0.13869,0.125,1.370741,0.588235,0,0.2,0,0,?,0,0,0,0.166667,?,Newspaper__Fungus,+
0.417544,17,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014019,0,?,0,?,0,0.166667,0.000781,Judge__PublicTransitSystem,+
0.889744,7,0.333333,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.023544,MusicFestival__MusicalArtist,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002366,Drug__RecordLabel,+
0,5,0,1,0.428071,0.143246,1.89712,147,0.625897,0.166667,5.83981,0.736842,0,0.2,0,0,?,0,?,0,?,?,Place__Song,+
0.4375,13,0.083333,1,?,?,?,?,?,?,?,?,0,0.2,0.035714,0,?,0,?,0,?,?,VideogamesLeague__Lake,+
0.429492,26,0.035714,0,?,?,?,?,?,?,?,?,0,0.2,?,0,?,0,?,0,?,?,SupremeCourtOfTheUnitedStatesCase__ProgrammingLanguage,+
0,23,0,0,?,?,?,?,?,?,?,?,0,0.2,0.026178,0,?,0,?,0,?,?,EurovisionSongContestEntry__CollegeCoach,+
0.406593,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.015873,0,?,0,?,0,?,0.001968,ProtectedArea__Stadium,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,BasketballTeam__MeanOfTransportation,+
0,8,0,1,0.464975,0.184674,2.995732,383,0.413197,0.5,1.906465,0.909091,1,0.2,0.037901,0.012658,?,0,0.008,0,?,0.00411,Scientist__Person,-
0,7,0,1,0.140073,?,1.290984,34,?,0.090909,1.370741,0.5,0,0.2,0.026738,0,?,0,0.008,0,?,0.00284,Scientist__Website,+
0.439316,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AcademicJournal__CricketLeague,+
0.57619,8,0,1,0.291886,0.076317,2.302585,134,0.356112,0.25,3.623458,0.8,0,0.2,0.012739,0,?,0,?,0,?,?,Theatre__Settlement,+
0.478788,18,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,GridironFootballPlayer__Embryology,+
0.433333,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Event__SoccerClub,+
0,8,0.08,1,?,?,?,?,?,?,?,?,0,0.2,0.044776,0,?,0,?,0,0.277778,?,SoftballLeague__College,+
0.584454,13,0.057143,0,?,?,?,?,?,?,?,?,0,0.2,0.048387,0,?,0,?,0,?,?,WorldHeritageSite__WaterwayTunnel,-
0.559524,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0.022422,0,?,0,0,0,?,0.00149,FigureSkater__Airline,+
0.529293,11,0.133333,0,?,?,?,?,?,?,?,?,0,0.2,0.025714,0,?,0,?,0,?,?,PokerPlayer__ComicsCharacter,-
0.502645,7,0.1,1,0.149027,0.066855,1.491655,45,0.154893,0.111111,1.370741,0.555556,0,0.2,0.014218,0,?,0,?,0,?,0.001683,Airport__Scientist,+
0.430303,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001818,Hotel__MusicalWork,+
0.531306,28,0.035714,0,?,?,?,?,?,?,?,?,0,0.2,?,0,?,0,?,0,?,?,SnookerWorldRanking__SupremeCourtOfTheUnitedStatesCase,+
0.511111,14,0,1,?,?,?,?,?,?,?,?,0,0.2,0.027855,0,?,0,?,0,?,?,IceHockeyPlayer__Architect,-
0.316667,8,0,1,0.102201,0.056802,1.386294,80,0.117303,0.1,1.169783,0.470588,0,0.2,0,0,?,0,0,0,0.166667,?,Bacteria__Settlement,+
0.582011,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0.032864,0,?,0,?,0,0.277778,0.001367,BasketballTeam__MemberOfParliament,+
0.54069,26,0.052632,1,?,?,?,?,?,?,?,?,0,0.2,0.030303,0,?,0,?,0,?,?,Album__AustralianRulesFootballPlayer,+
0.358187,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001463,ProgrammingLanguage__FilmFestival,+
0.410256,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001655,MusicFestival__Eukaryote,+
0,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0.04918,0,?,0,?,0,?,?,RouteOfTransportation__ProtectedArea,+
0.42381,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0.028169,0,?,0,?,0,?,?,Boxer__MilitaryPerson,-
0.413131,10,0,1,0.023956,?,1.12393,20,?,0.076923,1.370741,0.454545,0,0.2,0,0,?,0,?,0,?,0.000559,Congressman__Spacecraft,+
0.480556,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.115385,0,?,0,?,0,?,0.001353,GovernmentAgency__ResearchProject,+
0.419192,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002946,Ginkgo__RugbyLeague,+
0.310606,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002588,Database__PokerPlayer,+
0,8,0,1,0.138461,0.073926,1.386294,69,0.147452,0.1,1.169783,0.444444,0,0.2,0,0,?,0,?,0,?,0.002145,Bird__Mountain,+
0,9,0,1,0.252845,0.072951,1.491655,475,0.08238,0.111111,0.615314,0.428571,0,0.2,0,0,?,0,?,0,?,0.004119,Philosopher__Bone,+
0.488889,18,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,SnookerChamp__MeanOfTransportation,+
0.537229,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0.016393,0,?,0,?,0,?,0.003311,BodyOfWater__Infrastructure,+
0.603367,8,0,1,0.021824,?,2.079442,9,?,0.2,1.825838,0.777778,0,0.2,0,0,?,0,?,0,?,?,Eukaryote__Broadcaster,+
0.440171,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.060748,0,?,0,?,0,?,?,SpeedwayTeam__MartialArtist,+
0.444444,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.036364,0,?,0,?,0,?,?,NaturalPlace__Band,+
0.569286,15,0.064516,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.00128,PeriodicalLiterature__Protein,+
0.585714,6,0.117647,1,0.162399,0.080803,1.609438,63,0.181349,0.125,1.370741,0.588235,0,0.2,0,0,?,0.003043,?,1,0.222222,0.001526,Animal__Airport,+
0,21,0.039216,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,RouteOfTransportation__EurovisionSongContestEntry,+
0.483333,9,0,1,?,?,?,?,?,?,?,?,0,0.2,0.025,0,?,0,?,0,?,0.001986,HockeyTeam__Mountain,+
0,10,0,1,?,?,?,?,?,?,?,?,0,0.2,0.014851,0,?,0,?,0,?,0.002155,Criminal__LunarCrater,+
0.502645,8,0.1,1,0.061596,?,0.916291,44,?,0.0625,?,0.210526,0,0.2,0,0,?,0.002534,?,0,?,0.002141,Eukaryote__Disease,+
0.60404,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.023474,0,?,0,?,0,?,0.001488,Chancellor__RecordLabel,+
0,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002061,GreenAlga__Crustacean,+
0.488889,8,0,1,0.061339,0.06098,0.916291,17,?,0.0625,?,0.210526,0,0.2,0,0,?,0,?,0,?,?,Chancellor__Single,+
0,40,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,NationalCollegiateAthleticAssociationAthlete__Animal,+
0.494444,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.001538,FilmFestival__Lighthouse,+
0.57028,17,0.102564,0,?,?,?,?,?,?,?,?,0,0.2,0.037736,0,?,0,?,0,?,?,MixedMartialArtsLeague__MountainRange,+
0,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Legislature__WrestlingEvent,+
0.461111,12,0.074074,1,?,?,?,?,?,?,?,?,0,0.2,0.028329,0,?,0,?,0,?,?,BadmintonPlayer__Governor,-
0.587879,8,0,0,?,?,?,?,?,?,?,?,0,0.2,0.023256,0,?,0,?,0,?,?,WrittenWork__AdultActor,+
0.305556,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0.026738,0,?,0,?,0,?,?,Comedian__NascarDriver,-
0,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0.030303,0,?,0,?,0,?,?,NascarDriver__Town,+
0.630291,12,0.111111,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,0.277778,0.000836,MemberOfParliament__FloweringPlant,+
0,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002577,Database__AmericanFootballTeam,+
0.472222,5,0.142857,1,0.160549,0.078207,1.290984,50,0.241453,0.090909,2.605545,0.5,0,0.2,0,0,?,0,?,0,?,?,Name__Single,+
0,18,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.004088,ProgrammingLanguage__Award,+
0.430556,11,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Currency__SnookerChamp,+
0.49,9,0.105263,1,0.0526,?,0.916291,29,?,0.0625,?,0.210526,0,0.2,0,0,?,0,?,0,?,?,Cycad__Convention,+
0.447619,6,0,1,0.083339,0.06114,1.386294,31,0.143553,0.1,2.491596,0.571429,0,0.2,0.020833,0,?,0,?,0,?,?,Grape__Station,+
0.552189,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0.014354,0,?,0,?,0,?,0.00488,ArchitecturalStructure__FictionalCharacter,+
0,11,0,1,0.122551,0.08317,1.290984,57,0.185674,0.090909,1.370741,0.5,0,0.2,0.026596,0,?,0,?,0,?,?,OfficeHolder__Work,+
0.388889,12,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Locomotive__IceHockeyPlayer,+
0.548148,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,LegalCase__MeanOfTransportation,+
0.5725,12,0.074074,1,?,?,?,?,?,?,?,?,0,0.2,0.025714,0,?,0,?,0,?,?,Cardinal__ComicsCharacter,-
0.432372,15,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002121,SnookerPlayer__MilitaryConflict,+
0.444444,10,0,1,0.090112,0.076352,1.609438,79,0.173087,0.125,1.370741,0.533333,0,0.2,0.041885,0,?,0,?,0,?,0.004252,Film__OfficeHolder,+
0.566667,8,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,0.002467,Race__HockeyTeam,+
0.45,13,0,0,?,?,?,?,?,?,?,?,0,0.2,0.024155,0,?,0,?,0,?,?,TennisLeague__BadmintonPlayer,+
0.435897,14,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,MusicFestival__VideogamesLeague,+
0.49697,19,0.064516,1,?,?,?,?,?,?,?,?,0,0.2,0.023256,0,?,0,?,0,?,0.000523,Grape__ArchitecturalStructure,+
0.381481,17,0,0,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,AdministrativeRegion__GrandPrix,+
0.511111,8,0,1,0.093759,0.059618,1.049822,22,?,0.071429,?,0.235294,0,0.2,0,0,?,0,?,0,?,?,Single__Journalist,+
0.419608,16,0,1,?,?,?,?,?,?,?,?,0,0.2,0,0,?,0,?,0,?,?,Actor__YearInSpaceflight,+
0.1,18,0.045455,0,?,?,?,?,?,?,?,?,0,0.2,0.012903,0,?,0,?,0,?,0,AmericanFootballTeam__AdministrativeRegion,+
0.45,9,0,1,0.192185,0.07009,1.203973,143,0.079405,0.083333,0.615314,0.352941,0,0.2,0,0,?,0,?,0,?,0.001597,Restaurant__Bone,+
